Date,Product,Category,Region,Sales,Quantity,Profit,Discount
2023-08-20,Widget A,Electronics,East,417.24,13,92.25,0.2
2023-08-21,Widget B,Electronics,South,2849.11,21,294.66,0.24
2023-08-22,Widget E,Clothing,North,979.73,10,286.57,0.19
2023-08-23,Widget A,Home Appliances,East,2248.87,17,355.21,0.17
2023-08-24,Widget B,Clothing,West,3156.84,8,707.22,0.14
2023-08-25,Widget D,Electronics,West,4518.47,5,867.46,0.21
2023-08-26,Widget C,Electronics,East,1961.99,36,548.62,0.15
2023-08-27,Widget D,Home Appliances,South,3787.4,27,1004.4,0.12
2023-08-28,Widget A,Home Appliances,North,2058.62,31,473.16,0.14
2023-08-29,Widget C,Home Appliances,West,1367.04,1,202.19,0.07
2023-08-30,Widget E,Clothing,West,4543.72,50,473.07,0.18
2023-08-31,Widget B,Clothing,West,1905.83,19,296.44,0.21
2023-09-01,Widget E,Clothing,West,4169.2,43,518.41,0.16
2023-09-02,Widget A,Electronics,South,191.13,31,25.66,0.08
2023-09-03,Widget C,Electronics,South,3594.35,49,496.86,0.14
2023-09-04,Widget D,Electronics,North,602.56,7,74.25,0.12
2023-09-05,Widget D,Clothing,South,2548.06,50,691.79,0.04
2023-09-06,Widget D,Home Appliances,North,1711.17,43,190.59,0.25
2023-09-07,Widget A,Electronics,North,1454.43,23,331.07,0.02
2023-09-08,Widget A,Home Appliances,North,1968.55,10,537.45,0.03
2023-09-09,Widget B,Home Appliances,West,3065.55,1,593.62,0.11
2023-09-10,Widget D,Clothing,West,4858.94,40,916.28,0.12
2023-09-11,Widget B,Home Appliances,East,497.88,27,129.47,0.09
2023-09-12,Widget C,Home Appliances,South,478.67,39,94.83,0.04
2023-09-13,Widget C,Clothing,North,1200.2,48,279.26,0.23
2023-09-14,Widget D,Clothing,East,2703.31,21,574.96,0.09
2023-09-15,Widget A,Clothing,North,2427.85,16,722.69,0.13
2023-09-16,Widget C,Electronics,South,3414.29,2,492.53,0.12
2023-09-17,Widget B,Electronics,North,4569.41,10,726.09,0.2
2023-09-18,Widget B,Home Appliances,East,1508.79,11,180.6,0.08
2023-09-19,Widget B,Home Appliances,West,3083.13,12,792.13,0.13
2023-09-20,Widget A,Clothing,South,2114.06,50,239.38,0.15
2023-09-21,Widget B,Clothing,West,2974.67,9,731.48,0.25
2023-09-22,Widget C,Home Appliances,East,4924.66,29,861.32,0.11
2023-09-23,Widget E,Electronics,South,3484.28,7,656.98,0.13
2023-09-24,Widget B,Home Appliances,South,1249.25,11,221.6,0.04
2023-09-25,Widget C,Home Appliances,West,1352.44,12,260.46,0.06
2023-09-26,Widget B,Home Appliances,East,2566.62,36,654.78,0.0
2023-09-27,Widget C,Home Appliances,North,1112.51,8,246.84,0.1
2023-09-28,Widget B,Home Appliances,North,3651.43,47,911.67,0.03
2023-09-29,Widget B,Home Appliances,South,769.06,46,227.04,0.2
2023-09-30,Widget D,Clothing,West,3964.56,44,959.77,0.16
2023-10-01,Widget D,Electronics,North,200.89,33,56.54,0.23
2023-10-02,Widget B,Electronics,North,3028.56,32,476.29,0.13
2023-10-03,Widget E,Home Appliances,South,3020.03,14,740.09,0.14
2023-10-04,Widget A,Home Appliances,North,431.15,9,86.1,0.24
2023-10-05,Widget A,Clothing,West,1133.29,49,209.53,0.21
2023-10-06,Widget C,Clothing,West,108.2,43,15.82,0.18
2023-10-07,Widget E,Clothing,South,4435.42,15,466.88,0.08
2023-10-08,Widget A,Electronics,East,312.96,12,90.81,0.03
2023-10-09,Widget B,Home Appliances,South,900.85,28,116.72,0.05
2023-10-10,Widget D,Home Appliances,North,2672.77,39,407.22,0.01
2023-10-11,Widget A,Electronics,South,3677.16,10,861.13,0.18
2023-10-12,Widget D,Electronics,North,1944.26,26,463.27,0.11
2023-10-13,Widget E,Home Appliances,East,2283.19,22,403.87,0.24
2023-10-14,Widget E,Home Appliances,West,4249.58,20,879.3,0.22
2023-10-15,Widget A,Home Appliances,North,3409.48,45,918.38,0.15
2023-10-16,Widget C,Electronics,West,492.11,20,77.54,0.1
2023-10-17,Widget D,Electronics,East,1952.89,21,470.34,0.03
2023-10-18,Widget E,Clothing,East,4672.35,50,1164.77,0.04
2023-10-19,Widget E,Clothing,South,2033.33,49,543.9,0.03
2023-10-20,Widget A,Home Appliances,West,3880.9,45,921.67,0.04
2023-10-21,Widget A,Home Appliances,North,4022.4,50,684.23,0.08
2023-10-22,Widget D,Home Appliances,North,2008.61,24,490.04,0.09
2023-10-23,Widget E,Electronics,South,1256.14,18,309.11,0.18
2023-10-24,Widget A,Clothing,West,1909.45,5,379.74,0.22
2023-10-25,Widget A,Clothing,South,2900.06,24,718.59,0.2
2023-10-26,Widget E,Home Appliances,East,540.65,13,120.69,0.07
2023-10-27,Widget B,Clothing,West,250.51,34,65.68,0.19
2023-10-28,Widget E,Clothing,North,1872.39,9,436.81,0.15
2023-10-29,Widget C,Home Appliances,North,2981.18,26,375.49,0.05
2023-10-30,Widget E,Electronics,East,3596.12,9,538.82,0.15
2023-10-31,Widget D,Home Appliances,West,2854.07,7,468.71,0.15
2023-11-01,Widget A,Clothing,East,381.26,11,40.22,0.0
2023-11-02,Widget D,Clothing,North,352.93,24,36.21,0.19
2023-11-03,Widget E,Clothing,West,2414.52,15,285.9,0.22
2023-11-04,Widget C,Electronics,South,1583.65,26,227.46,0.12
2023-11-05,Widget E,Electronics,South,112.73,22,30.58,0.13
2023-11-06,Widget C,Home Appliances,South,4648.84,6,1126.5,0.13
2023-11-07,Widget B,Clothing,West,1532.75,49,198.09,0.22
2023-11-08,Widget B,Electronics,West,3061.87,9,702.49,0.14
2023-11-09,Widget B,Clothing,North,2864.11,21,490.51,0.21
2023-11-10,Widget C,Clothing,South,4962.5,43,1151.31,0.17
2023-11-11,Widget C,Home Appliances,South,1580.91,20,220.43,0.13
2023-11-12,Widget A,Clothing,West,4370.86,29,1010.99,0.07
2023-11-13,Widget C,Clothing,West,1600.87,44,270.54,0.02
2023-11-14,Widget B,Clothing,East,1398.51,47,341.31,0.01
2023-11-15,Widget D,Home Appliances,West,693.44,25,99.3,0.23
2023-11-16,Widget B,Clothing,North,2003.07,35,242.45,0.2
2023-11-17,Widget A,Clothing,South,2788.08,24,767.1,0.04
2023-11-18,Widget D,Electronics,East,3789.05,4,428.6,0.11
2023-11-19,Widget A,Electronics,East,1594.68,6,457.66,0.01
2023-11-20,Widget D,Clothing,East,2171.3,1,501.14,0.16
2023-11-21,Widget B,Clothing,South,317.56,44,58.7,0.15
2023-11-22,Widget E,Electronics,West,120.47,6,20.04,0.21
2023-11-23,Widget C,Home Appliances,North,3170.51,7,368.5,0.05
2023-11-24,Widget E,Home Appliances,East,662.95,4,148.71,0.1
2023-11-25,Widget A,Home Appliances,South,4403.01,38,1070.22,0.24
2023-11-26,Widget D,Clothing,South,436.6,31,91.15,0.07
2023-11-27,Widget E,Home Appliances,East,2584.81,21,521.3,0.02
2023-11-28,Widget A,Home Appliances,North,1583.5,14,221.11,0.04
2023-11-29,Widget C,Clothing,North,3052.02,13,744.8,0.12
2023-11-30,Widget C,Home Appliances,East,1625.79,43,226.91,0.02
2023-12-01,Widget E,Clothing,West,1801.07,7,208.29,0.16
2023-12-02,Widget E,Home Appliances,North,3327.47,16,492.22,0.16
2023-12-03,Widget E,Clothing,North,529.6,39,147.57,0.18
2023-12-04,Widget E,Clothing,East,4743.7,49,1065.38,0.08
2023-12-05,Widget B,Electronics,North,3131.22,27,664.18,0.1
2023-12-06,Widget E,Electronics,East,4679.86,21,502.02,0.11
2023-12-07,Widget C,Electronics,South,2662.2,35,637.73,0.08
2023-12-08,Widget E,Home Appliances,North,2286.38,37,584.3,0.24
2023-12-09,Widget A,Home Appliances,East,3971.71,31,563.57,0.04
2023-12-10,Widget A,Clothing,North,1915.0,3,405.3,0.13
2023-12-11,Widget E,Clothing,East,2803.91,14,757.97,0.07
2023-12-12,Widget B,Home Appliances,East,1405.4,15,224.77,0.02
2023-12-13,Widget A,Home Appliances,South,891.83,35,204.24,0.19
2023-12-14,Widget A,Home Appliances,North,835.89,40,214.36,0.03
2023-12-15,Widget A,Clothing,West,4207.24,26,1056.83,0.18
2023-12-16,Widget D,Clothing,West,693.72,38,73.0,0.23
2023-12-17,Widget B,Clothing,East,4418.98,42,973.01,0.03
2023-12-18,Widget D,Electronics,North,997.54,27,181.81,0.22
2023-12-19,Widget B,Clothing,West,4244.37,46,884.02,0.25
2023-12-20,Widget B,Home Appliances,South,1447.97,7,417.99,0.13
2023-12-21,Widget A,Electronics,East,3184.34,49,813.76,0.19
2023-12-22,Widget B,Electronics,West,224.41,14,40.1,0.07
2023-12-23,Widget B,Electronics,South,411.46,34,75.99,0.02
2023-12-24,Widget A,Home Appliances,West,1625.1,20,463.93,0.13
2023-12-25,Widget C,Clothing,South,1397.53,14,392.08,0.19
2023-12-26,Widget D,Clothing,South,4717.06,30,745.94,0.06
2023-12-27,Widget D,Electronics,South,1805.01,14,445.38,0.11
2023-12-28,Widget A,Home Appliances,South,274.86,8,55.7,0.09
2023-12-29,Widget A,Home Appliances,West,2579.21,27,426.52,0.11
2023-12-30,Widget B,Electronics,South,1662.88,39,174.05,0.01
2023-12-31,Widget E,Home Appliances,West,2269.97,12,510.99,0.23
2023-01-01,Widget A,Electronics,South,3193.48,42,741.53,0.18
2023-01-02,Widget D,Electronics,East,2734.22,8,626.52,0.23
2023-01-03,Widget D,Electronics,North,1522.04,27,389.2,0.19
2023-01-04,Widget D,Electronics,East,3822.48,9,611.09,0.05
2023-01-05,Widget B,Clothing,South,1103.19,40,236.86,0.16
2023-01-06,Widget A,Clothing,East,4530.57,23,1346.4,0.13
2023-01-07,Widget E,Home Appliances,East,1967.38,21,355.16,0.17
2023-01-08,Widget B,Electronics,West,4822.32,12,908.93,0.07
2023-01-09,Widget E,Electronics,North,4413.63,3,1146.64,0.0
2023-01-10,Widget C,Clothing,East,2673.95,34,426.29,0.17
2023-01-11,Widget B,Electronics,North,2348.64,38,415.66,0.09
2023-01-12,Widget A,Electronics,South,2496.59,14,624.67,0.08
2023-01-13,Widget E,Electronics,West,1824.45,45,268.32,0.1
2023-01-14,Widget B,Electronics,East,605.35,30,80.03,0.2
2023-01-15,Widget E,Home Appliances,West,292.09,27,74.71,0.13
2023-01-16,Widget A,Clothing,East,3949.71,22,621.66,0.06
2023-01-17,Widget D,Clothing,West,1536.18,22,354.34,0.0
2023-01-18,Widget D,Home Appliances,East,285.74,14,53.35,0.13
2023-01-19,Widget B,Clothing,East,4883.85,45,1174.67,0.25
2023-01-20,Widget D,Electronics,East,3775.65,39,569.9,0.16
2023-01-21,Widget D,Electronics,South,1248.65,23,174.55,0.09
2023-01-22,Widget C,Electronics,East,3963.67,9,849.42,0.04
2023-01-23,Widget B,Electronics,South,4081.99,20,688.6,0.03
2023-01-24,Widget E,Clothing,West,3811.24,47,596.57,0.04
2023-01-25,Widget A,Electronics,East,3673.38,33,1016.87,0.21
2023-01-26,Widget B,Clothing,North,105.98,18,28.27,0.11
2023-01-27,Widget B,Home Appliances,South,2633.05,12,432.43,0.18
2023-01-28,Widget D,Clothing,North,3013.37,41,807.51,0.0
2023-01-29,Widget A,Electronics,South,2529.08,41,272.48,0.02
2023-01-30,Widget C,Clothing,North,1383.65,44,307.78,0.24
2023-01-31,Widget B,Home Appliances,West,3236.52,17,464.86,0.07
2023-02-01,Widget E,Electronics,East,992.15,21,221.39,0.14
2023-02-02,Widget A,Clothing,South,2787.17,8,391.98,0.1
2023-02-03,Widget B,Clothing,West,1708.08,12,304.86,0.12
2023-02-04,Widget A,Home Appliances,North,4544.15,18,701.42,0.22
2023-02-05,Widget C,Electronics,South,1621.58,22,417.82,0.18
2023-02-06,Widget C,Electronics,East,1786.91,10,376.49,0.06
2023-02-07,Widget D,Home Appliances,North,1603.46,34,228.34,0.14
2023-02-08,Widget E,Home Appliances,West,3215.78,39,917.99,0.09
2023-02-09,Widget A,Electronics,West,4334.55,42,467.83,0.07
2023-02-10,Widget A,Clothing,North,4253.06,20,842.91,0.24
2023-02-11,Widget D,Electronics,East,1246.14,24,278.78,0.06
2023-02-12,Widget B,Home Appliances,North,860.21,20,110.61,0.09
2023-02-13,Widget C,Electronics,West,2674.87,27,378.43,0.02
2023-02-14,Widget C,Home Appliances,West,4523.05,50,1258.75,0.12
2023-02-15,Widget B,Electronics,South,2756.9,14,558.12,0.18
2023-02-16,Widget A,Electronics,West,4031.87,42,600.82,0.07
2023-02-17,Widget D,Clothing,East,4976.0,6,850.74,0.21
2023-02-18,Widget E,Home Appliances,West,3675.89,38,491.88,0.1
2023-02-19,Widget C,Home Appliances,East,2556.72,49,589.33,0.08
2023-02-20,Widget B,Home Appliances,South,2948.33,24,486.08,0.2
2023-02-21,Widget E,Clothing,East,1265.86,42,178.53,0.07
2023-02-22,Widget D,Clothing,South,2018.94,15,247.96,0.04
2023-02-23,Widget E,Electronics,East,1157.52,30,253.14,0.2
2023-02-24,Widget B,Clothing,West,1481.89,1,239.41,0.06
2023-02-25,Widget D,Electronics,East,1569.61,9,217.81,0.06
2023-02-26,Widget E,Electronics,South,4227.8,34,1142.05,0.17
2023-02-27,Widget E,Clothing,North,935.29,22,263.35,0.07
2023-02-28,Widget D,Home Appliances,West,4696.16,11,1044.56,0.22
2023-03-01,Widget C,Home Appliances,East,2531.56,4,336.16,0.06
2023-03-02,Widget C,Electronics,West,538.06,3,72.4,0.23
2023-03-03,Widget E,Electronics,East,1949.68,24,241.92,0.09
2023-03-04,Widget D,Clothing,North,1503.73,20,362.85,0.04
2023-03-05,Widget D,Clothing,East,303.57,13,63.07,0.01
2023-03-06,Widget D,Home Appliances,West,4305.79,44,735.36,0.18
2023-03-07,Widget B,Electronics,North,1399.51,46,401.54,0.19
2023-03-08,Widget B,Clothing,South,2498.77,16,318.54,0.02
2023-03-09,Widget D,Electronics,West,3650.7,5,495.91,0.05
2023-03-10,Widget E,Home Appliances,East,1491.36,17,188.08,0.23
2023-03-11,Widget A,Clothing,South,2852.24,48,678.72,0.18
2023-03-12,Widget A,Electronics,South,341.7,45,37.44,0.16
2023-03-13,Widget B,Clothing,South,957.92,30,145.95,0.16
2023-03-14,Widget B,Clothing,West,3990.7,39,500.33,0.16
2023-03-15,Widget D,Clothing,West,2117.59,28,220.86,0.01
2023-03-16,Widget A,Home Appliances,East,954.66,30,159.23,0.05
2023-03-17,Widget C,Clothing,South,1080.5,15,191.91,0.1
2023-03-18,Widget A,Electronics,South,555.03,27,118.41,0.24
2023-03-19,Widget C,Home Appliances,East,2937.34,43,428.35,0.18
2023-03-20,Widget C,Electronics,East,469.05,26,106.1,0.13
2023-03-21,Widget E,Electronics,North,4938.23,4,911.08,0.15
2023-03-22,Widget D,Clothing,East,3653.41,2,630.1,0.06
2023-03-23,Widget B,Electronics,West,4394.12,17,978.43,0.05
2023-03-24,Widget A,Home Appliances,East,327.02,49,73.96,0.2
2023-03-25,Widget A,Clothing,East,954.29,49,101.61,0.07
2023-03-26,Widget E,Home Appliances,East,4081.9,38,529.03,0.14
2023-03-27,Widget D,Home Appliances,South,4270.29,25,830.58,0.04
2023-03-28,Widget C,Clothing,North,2340.44,48,422.94,0.12
2023-03-29,Widget B,Home Appliances,North,3745.57,9,454.92,0.15
2023-03-30,Widget B,Electronics,West,1414.15,31,391.12,0.19
2023-03-31,Widget A,Home Appliances,East,2954.0,40,710.11,0.23
2023-04-01,Widget E,Home Appliances,West,560.38,4,100.67,0.11
2023-04-02,Widget B,Clothing,South,1127.53,37,297.77,0.17
2023-04-03,Widget B,Clothing,South,667.37,43,84.38,0.2
2023-04-04,Widget D,Electronics,West,4435.66,28,1200.53,0.25
2023-04-05,Widget A,Electronics,North,1741.14,8,265.75,0.13
2023-04-06,Widget D,Clothing,West,4497.97,14,1286.67,0.08
2023-04-07,Widget B,Clothing,South,1774.54,19,205.51,0.1
2023-04-08,Widget D,Electronics,West,1271.28,31,204.18,0.21
2023-04-09,Widget D,Clothing,East,420.23,4,105.72,0.04
2023-04-10,Widget A,Home Appliances,North,2918.23,37,809.91,0.21
2023-04-11,Widget A,Electronics,East,762.31,31,128.15,0.23
2023-04-12,Widget A,Clothing,West,2851.91,31,656.77,0.03
2023-04-13,Widget B,Clothing,South,2084.89,48,591.42,0.21
2023-04-14,Widget C,Clothing,South,1140.12,46,229.19,0.24
2023-04-15,Widget A,Electronics,East,163.62,29,28.73,0.04
2023-04-16,Widget C,Electronics,South,1146.03,49,149.43,0.2
2023-04-17,Widget B,Home Appliances,North,3467.89,35,565.73,0.03
2023-04-18,Widget E,Home Appliances,South,1346.35,41,175.15,0.01
2023-04-19,Widget D,Home Appliances,East,1549.12,33,343.21,0.09
2023-04-20,Widget E,Electronics,East,348.35,44,47.32,0.03
2023-04-21,Widget B,Electronics,East,3062.2,6,538.34,0.19
2023-04-22,Widget B,Electronics,South,4891.29,13,602.78,0.15
2023-04-23,Widget A,Clothing,East,3112.25,33,643.03,0.13
2023-04-24,Widget A,Clothing,East,4084.65,21,495.25,0.05
2023-04-25,Widget E,Home Appliances,West,2065.57,40,346.11,0.14
2023-04-26,Widget A,Clothing,South,4067.56,3,878.93,0.01
2023-04-27,Widget E,Clothing,South,2478.26,48,419.81,0.02
2023-04-28,Widget D,Clothing,North,1251.04,27,188.59,0.13
2023-04-29,Widget A,Clothing,South,621.87,48,143.35,0.19
2023-04-30,Widget C,Clothing,West,4242.71,39,1178.47,0.16
2023-05-01,Widget B,Electronics,West,3407.55,23,490.93,0.17
2023-05-02,Widget C,Clothing,East,1131.49,25,217.36,0.15
2023-05-03,Widget B,Clothing,East,3880.0,36,725.31,0.05
2023-05-04,Widget A,Home Appliances,North,2899.56,38,620.14,0.14
2023-05-05,Widget D,Home Appliances,West,2076.28,40,563.48,0.22
2023-05-06,Widget A,Home Appliances,South,2591.78,38,345.56,0.16
2023-05-07,Widget A,Home Appliances,South,1332.32,24,242.66,0.04
2023-05-08,Widget A,Clothing,South,2831.17,32,702.79,0.05
2023-05-09,Widget B,Clothing,West,3467.93,10,352.28,0.12
2023-05-10,Widget D,Electronics,North,3083.11,21,669.06,0.13
2023-05-11,Widget A,Electronics,East,3928.33,46,907.34,0.16
2023-05-12,Widget C,Home Appliances,East,3375.98,27,433.41,0.0
2023-05-13,Widget A,Home Appliances,West,180.92,27,45.92,0.23
2023-05-14,Widget C,Electronics,East,4975.64,23,1287.26,0.22
2023-05-15,Widget A,Clothing,South,2775.91,2,305.83,0.21
2023-05-16,Widget E,Home Appliances,East,121.83,33,12.65,0.02
2023-05-17,Widget A,Electronics,West,131.18,14,26.29,0.07
2023-05-18,Widget A,Electronics,East,636.59,14,146.85,0.0
2023-05-19,Widget C,Home Appliances,West,3246.19,2,676.91,0.09
2023-05-20,Widget A,Electronics,South,4498.98,30,1329.67,0.09
2023-05-21,Widget D,Clothing,North,1639.09,30,447.14,0.14
2023-05-22,Widget D,Home Appliances,East,4638.0,45,488.63,0.2
2023-05-23,Widget D,Electronics,West,4553.85,30,952.97,0.08
2023-05-24,Widget C,Electronics,North,3933.3,25,811.06,0.23
2023-05-25,Widget D,Clothing,East,4990.67,39,895.18,0.12
2023-05-26,Widget B,Home Appliances,South,2028.04,44,514.81,0.13
2023-05-27,Widget E,Clothing,South,1886.66,19,462.44,0.06
2023-05-28,Widget A,Home Appliances,West,3999.15,36,803.75,0.18
2023-05-29,Widget E,Home Appliances,West,254.14,9,45.84,0.16
2023-05-30,Widget A,Clothing,East,1593.18,38,425.87,0.09
2023-05-31,Widget C,Home Appliances,West,3504.61,43,886.74,0.12
2023-06-01,Widget E,Electronics,North,2625.57,41,780.55,0.05
2023-06-02,Widget D,Clothing,West,3738.1,15,525.44,0.21
2023-06-03,Widget B,Home Appliances,North,4222.77,50,651.05,0.22
2023-06-04,Widget D,Clothing,East,184.72,6,35.26,0.03
2023-06-05,Widget E,Home Appliances,East,1161.18,47,177.47,0.04
2023-06-06,Widget C,Home Appliances,West,2533.09,37,707.45,0.23
2023-06-07,Widget D,Electronics,East,3916.83,5,917.45,0.18
2023-06-08,Widget D,Clothing,West,2127.62,37,386.42,0.05
2023-06-09,Widget D,Electronics,South,4374.34,23,631.37,0.16
2023-06-10,Widget A,Clothing,South,3372.85,30,742.07,0.14
2023-06-11,Widget B,Home Appliances,South,1514.91,27,272.19,0.05
2023-06-12,Widget D,Home Appliances,West,1493.92,7,299.95,0.03
2023-06-13,Widget B,Electronics,East,282.37,23,81.29,0.17
2023-06-14,Widget C,Home Appliances,West,2894.86,1,458.31,0.12
2023-06-15,Widget B,Clothing,South,2479.58,7,340.63,0.19
2023-06-16,Widget E,Clothing,West,411.6,1,95.92,0.16
2023-06-17,Widget D,Clothing,West,3813.89,14,695.21,0.21
2023-06-18,Widget E,Electronics,West,3827.8,23,846.08,0.09
2023-06-19,Widget A,Electronics,South,994.71,13,170.71,0.16
2023-06-20,Widget A,Clothing,North,4985.88,35,514.27,0.13
2023-06-21,Widget B,Home Appliances,South,2925.78,25,517.63,0.04
2023-06-22,Widget E,Home Appliances,West,2696.96,22,605.53,0.11
2023-06-23,Widget C,Home Appliances,South,2759.62,24,570.47,0.03
2023-06-24,Widget B,Electronics,West,783.68,38,231.17,0.06
2023-06-25,Widget D,Home Appliances,West,685.64,41,100.91,0.07
2023-06-26,Widget B,Clothing,West,807.65,26,221.26,0.07
2023-06-27,Widget C,Home Appliances,South,3559.03,22,1062.97,0.13
2023-06-28,Widget C,Home Appliances,North,773.78,7,173.34,0.11
2023-06-29,Widget C,Electronics,North,1981.41,44,459.39,0.12
2023-06-30,Widget E,Electronics,South,472.66,7,128.54,0.17
2023-07-01,Widget A,Clothing,West,3826.89,10,748.74,0.21
2023-07-02,Widget D,Clothing,North,1309.98,14,389.79,0.12
2023-07-03,Widget A,Home Appliances,East,564.47,12,112.44,0.08
2023-07-04,Widget E,Home Appliances,East,1986.95,46,509.04,0.11
2023-07-05,Widget D,Home Appliances,West,1656.0,43,348.99,0.11
2023-07-06,Widget E,Electronics,North,4840.23,27,1288.74,0.16
2023-07-07,Widget D,Clothing,East,3447.41,15,382.26,0.02
2023-07-08,Widget D,Electronics,East,3254.04,37,423.93,0.21
2023-07-09,Widget A,Electronics,South,128.46,44,25.58,0.22
2023-07-10,Widget E,Home Appliances,North,2307.65,25,691.43,0.11
2023-07-11,Widget B,Home Appliances,South,3477.5,8,438.51,0.22
2023-07-12,Widget A,Home Appliances,North,2440.18,9,636.03,0.12
2023-07-13,Widget A,Home Appliances,East,4009.51,32,949.93,0.18
2023-07-14,Widget C,Clothing,East,2289.33,9,429.68,0.03
2023-07-15,Widget A,Home Appliances,South,1786.98,17,400.06,0.08
2023-07-16,Widget D,Electronics,East,3352.35,38,655.49,0.23
2023-07-17,Widget B,Home Appliances,West,3819.58,27,694.21,0.11
2023-07-18,Widget E,Home Appliances,South,3683.42,12,507.96,0.09
2023-07-19,Widget A,Home Appliances,East,4655.24,41,1149.14,0.19
2023-07-20,Widget B,Home Appliances,North,4744.57,20,585.27,0.02
2023-07-21,Widget A,Electronics,East,2022.03,23,442.75,0.25
2023-07-22,Widget B,Clothing,South,262.5,21,66.95,0.03
2023-07-23,Widget A,Clothing,East,4074.58,29,871.77,0.17
2023-07-24,Widget B,Electronics,East,2263.81,40,421.21,0.05
2023-07-25,Widget E,Home Appliances,North,1271.44,3,371.46,0.05
2023-07-26,Widget C,Electronics,South,4056.22,36,1022.05,0.12
2023-07-27,Widget A,Clothing,South,2833.1,32,626.37,0.13
2023-07-28,Widget B,Clothing,North,2248.97,14,508.49,0.22
2023-07-29,Widget E,Electronics,North,975.79,18,136.91,0.03
2023-07-30,Widget C,Electronics,East,2794.83,36,510.7,0.15
2023-07-31,Widget C,Clothing,North,1803.13,20,359.24,0.0
2023-08-01,Widget B,Electronics,West,2421.44,37,282.37,0.12
2023-08-02,Widget E,Home Appliances,West,4913.79,14,1044.1,0.21
2023-08-03,Widget A,Home Appliances,North,608.38,15,70.71,0.24
2023-08-04,Widget E,Clothing,West,4778.4,12,953.84,0.01
2023-08-05,Widget D,Clothing,South,4962.66,47,720.94,0.09
2023-08-06,Widget A,Electronics,South,3854.86,19,921.18,0.01
2023-08-07,Widget D,Clothing,East,3026.58,32,751.65,0.01
2023-08-08,Widget B,Clothing,North,759.9,1,150.48,0.05
2023-08-09,Widget A,Clothing,North,1715.64,29,336.51,0.14
2023-08-10,Widget B,Electronics,West,4370.78,10,677.18,0.19
2023-08-11,Widget C,Clothing,North,4531.44,1,1206.18,0.11
2023-08-12,Widget B,Home Appliances,North,774.7,25,195.15,0.2
2023-08-13,Widget A,Home Appliances,South,317.72,3,85.11,0.14
2023-08-14,Widget C,Electronics,West,2211.45,46,564.52,0.16
2023-08-15,Widget B,Electronics,West,188.1,40,54.77,0.01
2023-08-16,Widget C,Clothing,South,4996.88,10,1312.41,0.16
2023-08-17,Widget D,Electronics,North,267.45,28,46.88,0.13
2023-08-18,Widget C,Clothing,West,4430.75,10,836.35,0.04
2023-08-19,Widget A,Home Appliances,East,4501.52,40,1099.43,0.07
2023-08-20,Widget C,Home Appliances,South,3789.88,41,933.45,0.09
2023-08-21,Widget A,Clothing,North,499.52,26,95.07,0.02
2023-08-22,Widget E,Clothing,West,3518.82,20,489.05,0.13
2023-08-23,Widget D,Electronics,North,2066.04,47,581.59,0.08
2023-08-24,Widget D,Home Appliances,South,727.04,39,189.26,0.09
2023-08-25,Widget E,Electronics,West,4053.76,17,687.91,0.19
2023-08-26,Widget A,Home Appliances,East,657.08,8,75.91,0.03
2023-08-27,Widget D,Home Appliances,North,2182.12,23,615.0,0.18
2023-08-28,Widget A,Electronics,West,448.17,45,122.04,0.03
2023-08-29,Widget A,Electronics,North,3068.06,26,750.0,0.13
2023-08-30,Widget D,Electronics,West,3982.11,37,628.8,0.11
2023-08-31,Widget E,Clothing,East,2207.68,41,292.43,0.15
2023-09-01,Widget B,Electronics,East,1778.69,49,240.31,0.0
2023-09-02,Widget B,Clothing,South,2083.99,39,617.7,0.15
2023-09-03,Widget D,Clothing,North,3095.94,1,370.89,0.22
2023-09-04,Widget D,Home Appliances,East,3319.82,29,967.58,0.2
2023-09-05,Widget C,Home Appliances,West,993.85,35,273.12,0.2
2023-09-06,Widget A,Electronics,South,4484.26,42,791.91,0.04
2023-09-07,Widget C,Electronics,North,2175.52,45,383.39,0.09
2023-09-08,Widget B,Clothing,West,3178.58,43,359.53,0.14
2023-09-09,Widget C,Home Appliances,West,3775.26,11,496.12,0.05
2023-09-10,Widget C,Clothing,South,4786.14,7,1021.85,0.05
2023-09-11,Widget C,Electronics,North,3952.65,35,1170.95,0.22
2023-09-12,Widget C,Electronics,North,123.02,17,26.36,0.25
2023-09-13,Widget E,Clothing,South,2916.31,10,843.46,0.11
2023-09-14,Widget E,Clothing,East,312.66,21,61.54,0.01
2023-09-15,Widget E,Home Appliances,North,2245.03,30,582.88,0.17
2023-09-16,Widget E,Clothing,South,4600.94,5,642.77,0.18
2023-09-17,Widget A,Electronics,East,2732.0,9,287.45,0.14
2023-09-18,Widget E,Electronics,South,3168.58,26,947.47,0.06
2023-09-19,Widget C,Clothing,West,4381.58,15,488.62,0.01
2023-09-20,Widget E,Home Appliances,East,1885.31,34,426.1,0.23
2023-09-21,Widget A,Home Appliances,West,4750.37,13,1058.21,0.15
2023-09-22,Widget E,Electronics,East,3841.67,42,432.34,0.21
2023-09-23,Widget C,Electronics,East,2993.38,8,372.56,0.18
2023-09-24,Widget E,Clothing,West,1357.83,2,183.01,0.03
2023-09-25,Widget A,Electronics,South,1770.01,16,528.46,0.16
2023-09-26,Widget C,Home Appliances,South,1346.31,14,297.24,0.21
2023-09-27,Widget E,Clothing,West,4905.19,5,874.03,0.02
